0,1,2,3,4,5,6
img_05269.jpg,233.815630845,409.470920563,289.658858027,160.87851882,1192,670
img_06748.jpg,557.362501553,738.19004604,515.909423828,400.065637452,1280,974
img_05520.jpg,79.726465089,141.796580723,95.877216884,67.905476434,1280,720
img_01431.jpg,333.913552422,644.103437149,490.779767718,217.242573329,1280,720
img_00551.jpg,296.183975765,444.03943743,355.122462681,232.959030696,1280,720
img_00473.jpg,259.845103536,378.427080427,214.251687186,193.298552717,1280,750
img_00302.jpg,503.18471636,677.163042343,515.597839355,408.256538937,1280,720
img_05768.jpg,330.901017869,464.310215541,328.374524798,267.961300441,1280,720
img_04507.jpg,156.581205981,262.819192069,182.056546893,105.408323662,1280,750
img_04076.jpg,115.206952776,270.561327253,205.996987479,86.9638252259,1280,720
img_06564.jpg,473.473467145,858.29990932,600.148794994,329.481280189,1280,720
img_04990.jpg,310.477458409,460.609348842,337.997458322,243.964486803,1280,720
img_02759.jpg,375.722544329,493.034449986,324.856763567,262.350367478,1280,974
img_03995.jpg,364.701543536,485.867701939,241.080823626,311.361091478,1280,750
img_04069.jpg,33.2269906998,62.7768325806,49.1366359166,11.8565539803,1280,720
img_01888.jpg,104.282802854,150.85722787,143.030319214,97.6739440645,1280,720
img_01983.jpg,1.22257826584,0,0,23.0296719074,1280,720
img_01647.jpg,48.071693097,87.2038381951,56.1125559211,18.1612851364,1334,750
img_00543.jpg,201.733448676,433.229370117,306.885027204,21.6574791287,1280,750
img_03231.jpg,267.562702724,440.211138044,381.498631069,220.275290353,1280,720
img_05981.jpg,80.706037368,190.902758462,155.339232172,52.4532292571,1192,670
img_03199.jpg,341.436121804,421.072213309,286.315002441,266.287454878,1280,720
img_03422.jpg,375.789192744,624.759259903,509.392787389,305.566422599,1280,720
img_05558.jpg,93.2499422344,62.2296306063,0,23.8773557118,1280,720
img_06521.jpg,276.762379238,404.159415109,298.112945557,230.671642848,1280,720
img_06525.jpg,317.600767953,532.875061035,470.241699219,265.472995213,1280,720
img_07188.jpg,206.148965018,350.802743094,235.81011091,165.212363005,1280,750
img_07623.jpg,190.559876817,356.995522635,291.151297433,125.77095202,1280,750
img_01022.jpg,166.32455962,282.013658796,248.619384766,150.057081495,1280,720
img_05445.jpg,376.917768206,631.418892994,487.580958775,286.102033343,1280,720
img_03290.jpg,468.327500479,631.364658903,452.384381975,398.40197427,1280,720
img_00974.jpg,239.772466932,449.282444545,287.566898891,176.412828991,1280,720
img_03082.jpg,78.1255130257,122.535422189,95.5665697371,61.6656265088,1280,750
img_03588.jpg,119.479751587,188.152683803,183.160836356,100.959781919,1280,720
img_02124.jpg,169.03836659,232.913360595,189.312155587,137.662149157,1280,720
img_06800.jpg,219.293142046,382.459891183,318.789280483,165.095500946,1280,720
img_05719.jpg,320.300195489,439.462803432,301.185913086,223.441177811,1280,974
img_05989.jpg,258.06615012,454.159676688,376.127973284,209.939804077,1280,720
img_03869.jpg,391.695729325,568.591526577,352.054159982,292.864833559,1280,750
img_00964.jpg,439.594505379,530.671822684,414.996991839,324.061457906,1280,974
img_01834.jpg,352.451709066,428.14113072,330.846928188,267.781488555,1280,974
img_04647.jpg,156.562085662,372.199401855,299.978942871,37.8156634312,1280,750
img_01538.jpg,253.581226894,459.365103585,322.017473493,174.70817021,1280,720
img_06345.jpg,232.0216809,336.465039934,169.783238002,156.940085547,1280,750
img_00808.jpg,218.607428415,425.869402204,301.608385358,155.437782833,1280,720
img_02726.jpg,0,0,0,7.06458832538,1280,720
img_02974.jpg,155.935125691,305.962785993,205.204663958,118.494987488,1280,750
img_07910.jpg,399.666134629,742.62963159,556.453481538,264.770296233,1276,718
img_01413.jpg,439.138445172,729.244253977,609.450857977,328.815945215,1280,720
img_00538.jpg,187.949331829,355.364685059,247.197309222,137.905896051,1280,720
img_03739.jpg,460.778780324,507.037876674,328.901781355,331.897081239,1280,974
img_03195.jpg,261.928825378,406.703316825,352.624402727,195.922610419,1280,720
img_00575.jpg,340.056822642,485.087847029,323.409663609,270.089631762,1280,720
img_00040.jpg,463.690092905,667.440447126,534.106837681,380.486608232,1280,720
img_06849.jpg,266.018951961,343.223440988,263.841574533,226.086935316,1280,720
img_00876.jpg,0,0,0,0,1276,718
img_06684.jpg,288.019539969,521.488255092,374.362618583,192.722167969,1280,720
img_02789.jpg,0,0,0,0,1280,750
img_06630.jpg,253.473251888,335.291072301,217.905295236,211.272656577,1280,720
img_02216.jpg,58.9718937875,162.603321314,148.250373738,20.1672524214,1244,700
img_04640.jpg,236.445448739,307.100655692,198.378121512,198.439730236,1280,720
img_00374.jpg,395.564828599,770.243791851,565.19178118,260.309102195,1280,720
img_01058.jpg,173.303815841,297.629459926,231.622837611,67.4823117255,1280,924
img_00103.jpg,213.582801819,417.198617118,313.414197649,158.025541306,1280,720
img_05595.jpg,226.855561393,273.380802699,208.444998605,179.320797239,1280,720
img_03087.jpg,0,16.4573683058,0,2.40711514439,1280,720
img_03310.jpg,323.784844534,536.05821882,447.265712193,237.071497781,1280,720
img_06211.jpg,256.292569297,445.120936802,250.832824707,150.57531493,1280,720
img_00320.jpg,270.667456899,446.815093722,319.728329454,196.439615045,1276,718
img_03809.jpg,417.545344762,572.910853794,418.759591239,305.535202776,1280,974
img_05359.jpg,192.127998897,298.463919503,190.110648019,152.831092562,1280,720
img_02379.jpg,389.252160278,512.731236049,265.909816197,283.588503088,1280,750
img_07023.jpg,201.292889459,258.18246024,145.287813459,154.057579381,1280,750
img_00282.jpg,0,0,0,1.06870836445,1280,720
img_06902.jpg,125.068327359,224.142057283,179.774476052,96.685427768,1192,670
img_01963.jpg,419.218642369,562.718462263,344.136570522,320.152657373,1280,750
img_03456.jpg,0,0,0,0,1276,718
img_01505.jpg,10.4283810449,0,34.6267259036,0,1276,718
img_01388.jpg,119.37522207,256.653747559,172.184012277,82.9551519665,1280,720
img_05026.jpg,237.019092015,285.158102853,182.45526995,188.624672209,1280,720
img_02540.jpg,227.773385729,384.08089774,299.349212646,179.588319233,1280,720
img_00772.jpg,763.663692884,980.829467771,628.98642404,517.747314251,1280,974
img_00175.jpg,125.872691018,211.636156355,160.998491559,87.5965874535,1280,720
img_01627.jpg,350.11328561,660.160348074,457.797764369,226.955223084,1280,720
img_03867.jpg,4.08903683934,67.8762272429,56.6139384678,11.6465025289,1280,720
img_07574.jpg,109.922647476,185.869750977,128.655450003,73.2317524296,1280,750
img_05410.jpg,146.533182621,166.663796561,122.328109741,134.106136339,1280,974
img_01249.jpg,171.27196312,298.74823434,235.295562744,145.822685787,1280,720
img_02082.jpg,73.8356006997,132.189167567,100.119225638,45.3098256673,1280,750
img_06144.jpg,101.773981537,82.6753125874,0,76.6235781566,1280,750
img_04671.jpg,315.781059265,391.19480678,258.439745222,238.464480809,1280,720
img_04511.jpg,83.9555944714,200.918339321,159.965417045,49.7905264581,1280,720
img_04585.jpg,0,0,0,0,1280,720
img_03871.jpg,99.4518782411,102.994973319,0,99.2898600442,1280,750
img_06559.jpg,312.991772379,502.115547249,357.928405012,254.192130906,1334,750
img_05185.jpg,353.103109768,455.438058035,260.183301653,301.635682583,1280,750
img_06324.jpg,166.866813387,214.141104562,175.278047834,135.195902416,1280,720
img_01059.jpg,62.32123988,61.1083439417,36.0987690517,67.7571364813,1280,720
img_02811.jpg,312.68031529,545.764508929,470.317731585,224.97687476,1280,720
img_02563.jpg,23.001185315,44.822908129,66.082834516,33.5416827883,1280,720
img_02573.jpg,192.892250333,363.748866218,265.596031325,119.711271695,1192,670
img_03628.jpg,355.788052081,541.426740374,311.222773961,241.919185434,1280,750
img_06909.jpg,217.493002755,417.526899065,320.599931989,177.23351751,1280,720
img_06808.jpg,341.062905449,670.914916994,495.061122349,214.674666269,1280,720
img_05548.jpg,242.652135577,484.673200335,377.980259487,158.743245261,1280,720
img_01495.jpg,293.772329603,563.814566476,390.331464495,188.005881991,1280,720
img_06832.jpg,267.271785736,496.263689314,397.379237583,200.249396733,1280,720
img_01213.jpg,314.643361228,602.910853794,419.283970424,202.731080737,1280,720
img_01803.jpg,664.686483248,825.440673829,590.075683594,480.94911773,1280,974
img_01253.jpg,252.406852586,347.788892474,208.274012974,174.040151494,1280,750
img_05209.jpg,50.4706488335,98.2433428086,108.804571969,55.1090220043,1280,720
img_03346.jpg,50.6571589199,144.586225237,109.469114031,14.489096914,1280,720
img_04013.jpg,284.066153935,386.607404437,269.982779367,244.708712442,1280,720
img_01932.jpg,281.89233235,524.320024763,369.462236677,193.670940399,1280,720
img_07678.jpg,146.874602182,196.542271205,158.279582433,129.010881696,1280,720
img_06585.jpg,19.3579622677,76.620488848,53.9013290405,21.7418467999,1280,720
img_02651.jpg,93.6309736117,161.23558712,124.901242937,64.3107855319,1192,670
img_07420.jpg,152.052877971,272.775224958,172.555334909,100.249772072,1280,720
img_01874.jpg,60.0519377845,66.3032204766,15.5166516985,35.213152681,1280,720
img_02001.jpg,302.202546256,407.031860351,281.500789097,258.139106205,1280,720
img_05030.jpg,197.793792997,274.819532122,209.878431047,155.705746242,1280,720
img_04888.jpg,291.556656361,380.818699428,207.015860421,239.446290902,1280,750
img_00009.jpg,405.864511216,782.556152343,626.839381629,277.233810425,1280,720
img_05059.jpg,0,14.6393361943,11.5322547001,0.895286354634,1276,718
img_01771.jpg,219.224330357,428.955208915,305.47328404,142.628889084,1280,720
img_03563.jpg,276.253427778,469.799717494,302.322474889,171.384815659,1280,750
img_07043.jpg,392.50300496,542.447764806,360.60970613,279.893802507,1732,974
img_03718.jpg,420.092909675,656.222011023,514.191458566,318.035831451,1280,720
img_03946.jpg,312.259377071,483.257141113,362.664337158,258.039763314,1280,720
img_00587.jpg,300.147195543,414.059186663,266.739480155,242.880175454,1280,720
img_02209.jpg,129.711272376,237.657339914,184.943324498,106.968567712,1280,720
img_05587.jpg,181.48550851,299.528111049,238.165457589,156.39415741,1280,720
img_05210.jpg,149.780790806,290.083485876,257.225799969,124.647776399,1192,670
img_03445.jpg,108.273753098,179.797619462,136.227340698,85.5928148541,1334,750
img_00948.jpg,40.7422434007,74.4487129622,62.0739667417,36.7520781926,1192,670
img_00486.jpg,208.162201473,337.849949428,285.822862898,184.15394783,1280,720
img_02943.jpg,102.927867344,176.287721906,136.518140521,89.4228254045,1280,720
img_03297.jpg,382.719432285,646.134817943,571.559012274,317.046841213,1280,720
img_02699.jpg,212.334113462,324.893559047,192.21786499,151.835701295,1280,750
img_07872.jpg,154.855965137,317.139580658,255.606431518,90.6020604373,1518,854
img_00383.jpg,113.502732345,277.778472901,225.825020926,17.2340390938,1280,750
img_05264.jpg,353.711733137,478.236345563,348.228345598,262.681081499,1280,974
img_07561.jpg,208.668651581,421.295035226,309.343239921,142.205731528,1280,720
img_03924.jpg,0,0,0,0,1276,718
img_07224.jpg,0,0,0,0,1280,720
img_03974.jpg,170.978279795,310.078975405,260.438258444,122.08089573,1192,670
img_06010.jpg,292.963927133,383.451581682,273.165544782,244.144387926,1280,720
img_05139.jpg,391.923649992,476.776820591,339.534585135,292.815004008,1280,974
img_05603.jpg,374.398907252,650.856672017,554.038870675,273.546597617,1280,720
img_07068.jpg,338.252171107,469.889482771,348.291756766,279.128706796,1280,720
img_05813.jpg,281.777613503,596.06253488,427.959638323,171.708130155,1280,720
img_03547.jpg,291.390111106,545.865914481,441.079537528,195.565186909,1280,720
img_05755.jpg,244.043671744,481.829267229,340.795222691,145.710259846,1280,720
img_04752.jpg,127.271363395,175.880802699,158.127670288,109.178315572,1280,720
img_01511.jpg,375.20520074,624.651576451,546.564549037,298.070362636,1280,720
img_05459.jpg,393.835242134,797.021309989,573.835100446,241.209738595,1280,720
img_04959.jpg,339.348523275,590.436314171,517.621983119,267.65316827,1280,720
img_07318.jpg,145.974279574,167.623955863,120.695332118,128.531478609,1280,974
img_05766.jpg,501.987991333,895.963396343,679.298618863,367.266818456,1280,720
img_06959.jpg,417.093838284,761.99140276,562.310267857,277.742712838,1280,720
img_03116.jpg,0,0,0,0,1276,718
img_03223.jpg,375.025852067,436.082196917,335.176369803,284.978186403,1280,974
img_03996.jpg,290.786843981,546.952558245,439.407305036,194.651531492,1280,720
img_00533.jpg,256.04510716,346.104125977,265.102255685,224.705085755,1280,720
img_00717.jpg,283.581161499,573.684866771,427.614528111,170.179988316,1280,720
img_03764.jpg,281.661521367,572.138759069,431.041128976,173.488148281,1280,720
img_07757.jpg,216.058716535,419.407379048,313.763751575,137.30597806,1518,854
img_00120.jpg,286.90045493,449.715750558,357.728860038,218.503033774,1280,720
img_07149.jpg,218.304285662,398.092607498,266.619315829,105.361638921,1192,670
img_01208.jpg,218.4510449,320.816802978,274.064374651,198.412583215,1280,720
img_04263.jpg,246.641789164,395.738830566,251.555677142,171.141577619,1280,750
img_04482.jpg,200.909716742,389.658377511,284.135981969,143.001443318,1280,720
img_03014.jpg,0,0,0,0,1276,718
img_02641.jpg,267.70577022,439.931204659,391.292724609,225.567512512,1280,720
img_01681.jpg,420.645628657,580.544695171,369.60497175,319.785884449,1280,750
img_00125.jpg,412.407335555,750.522373743,570.989641462,267.011596135,1280,720
img_01847.jpg,295.918758937,376.52683803,286.32359096,256.54908044,1280,720
img_02270.jpg,528.333009991,887.527465823,726.102251326,410.288470132,1280,720
img_04629.jpg,209.692380258,267.557678223,207.139761789,139.827515398,1280,750
img_00729.jpg,102.573356458,137.133156913,86.248970032,65.0276350125,1280,750
img_02764.jpg,168.647586788,258.429974556,197.575960296,137.793354137,1192,670
img_05979.jpg,25.1431664824,59.0258592195,63.6778970444,29.1652113199,1192,670
img_07908.jpg,259.57743236,487.443062918,346.708047049,179.106490272,1280,720
img_01328.jpg,66.4501680646,176.642848423,135.378287179,21.2649776254,1280,720
img_04766.jpg,359.385280608,470.731419155,346.149226597,282.279404231,1280,720
img_05922.jpg,144.811379569,323.902762277,217.692565918,63.2673760821,1280,720
img_05584.jpg,452.305902754,766.709507531,670.406886509,367.367093222,1280,720
img_04061.jpg,168.106441498,222.982504709,162.099609375,152.67127582,1280,720
img_06318.jpg,395.958693369,547.464032854,396.71081543,339.51027734,1280,720
img_01856.jpg,128.408981221,173.509357997,79.2503792897,94.2710638045,1280,750
img_07543.jpg,44.4743084909,115.040631975,82.05783844,47.7584419931,1280,720
img_01782.jpg,0,0,0,0,1276,718
img_03805.jpg,276.586279188,537.759050642,370.510428293,181.675439562,1280,720
img_00417.jpg,98.607480526,119.719641549,0.031909602029,58.2813237395,1280,750
img_03312.jpg,328.446971347,636.385716029,449.834987095,220.843072619,1280,720
img_00469.jpg,219.592544011,420.332903181,307.587563651,156.060938154,1280,720
img_02507.jpg,127.780731746,190.591365269,160.309153966,108.385301318,1280,720
img_00170.jpg,191.837351663,304.957384382,262.268545968,164.609613419,1280,720
img_00483.jpg,279.796549252,491.082109724,386.041739327,208.377638033,1280,750
img_06859.jpg,135.215839659,245.079149519,188.120814732,107.664029258,1280,720
img_05438.jpg,94.7321891785,245.030212402,191.963413783,42.2085315841,1280,720
img_06103.jpg,39.2403893812,63.9248015541,55.756952524,32.334573056,1192,670
img_06673.jpg,105.327352881,150.327279227,97.6012856617,82.0662464414,1280,750
img_05692.jpg,209.01610497,248.963557652,184.605146135,158.811052629,1280,974
img_01853.jpg,566.354386466,807.922799246,566.837027414,462.174568177,1280,720
img_01490.jpg,768.080644198,892.232927594,643.118024554,576.158231054,1280,974
img_02406.jpg,283.928162711,440.829903739,408.141043527,245.305946895,1280,720
img_02916.jpg,495.160086497,842.126464846,675.0227138,388.391320366,1280,720
img_02356.jpg,223.903119564,310.586744036,172.876358032,184.48937365,1280,750
img_01996.jpg,252.967120579,403.609662737,352.000819615,195.900159563,1280,720
img_02006.jpg,269.855878012,420.19064767,351.431165423,237.612059457,1280,720
img_07348.jpg,0,22.0613817594,22.97668817,0,1334,750
img_07199.jpg,97.0553929465,168.919241769,151.151024955,96.8415151323,1280,720
img_05479.jpg,572.864864895,1013.76124791,773.708496091,417.935616628,1280,720
img_07460.jpg,225.64024789,405.07585798,343.994249617,176.079082489,1280,720
img_06955.jpg,333.291476115,559.498465402,474.701799665,268.43611581,1280,720
img_05433.jpg,241.064733778,370.559125628,285.567626953,186.487745558,1280,720
img_00071.jpg,341.979307447,630.073460171,447.521449498,220.165598733,1280,720
img_07905.jpg,242.862298148,379.666355678,292.999354771,186.994514465,1280,720
img_05612.jpg,413.696904862,676.174447194,569.802202497,348.600262233,1280,720
img_00007.jpg,264.44253649,534.046848842,415.314200265,180.254230499,1280,720
img_00212.jpg,152.061798743,198.059823173,74.8044531686,114.341740097,1280,750
img_04830.jpg,211.509436369,325.446864537,236.686597551,139.832228422,1280,750
img_00564.jpg,0,0,0,0,1280,720
img_04221.jpg,355.055661884,648.640180314,444.412057059,229.979798453,1280,720
img_05817.jpg,524.174979073,739.607282366,565.748465402,429.286651611,1280,720
img_06099.jpg,196.094022989,376.38072007,268.549082994,113.24599278,1518,854
img_07580.jpg,186.961187635,267.669198173,177.606811523,159.417629242,1280,720
img_02799.jpg,139.622556312,338.506447929,274.770878383,28.8034507206,1280,750
img_00005.jpg,150.80112321,210.760301862,157.968128749,139.160814285,1280,720
img_07103.jpg,166.917136737,397.258082798,315.739222935,35.3381899852,1280,750
img_06059.jpg,28.6409343992,59.3644441874,70.742089408,38.0525146213,1280,720
img_04282.jpg,198.875872748,274.522705078,215.774841309,156.963766643,1280,720
img_05471.jpg,330.175405231,466.547851562,363.763078962,271.278117044,1280,720
img_00075.jpg,326.8040984,588.45615932,423.70274135,232.304976327,1280,720
img_02574.jpg,31.3352486066,96.93069458,66.8283135549,24.8319998809,1280,720
img_04128.jpg,353.945943288,477.921316965,346.680712019,258.363503627,1280,974
img_00550.jpg,213.467224666,373.414045061,285.776171003,158.547269276,1280,720
img_00289.jpg,375.023859228,603.304865699,457.204506738,297.317616258,1192,670
img_05950.jpg,371.50904124,672.54003075,476.893750736,230.539453098,1276,718
img_04478.jpg,156.895899091,330.659005301,298.289031982,107.033185959,1280,720
img_06165.jpg,416.165329456,527.741568429,400.30683245,278.128103461,1280,974
img_07590.jpg,142.72744315,235.627681187,179.002609253,96.6727967772,1280,750
img_07094.jpg,285.344404834,460.686471122,359.973929269,218.901208469,1280,750
img_07501.jpg,228.007799864,369.137652908,320.523656334,157.309182882,1518,854
img_06756.jpg,253.949808393,432.719552177,340.228969029,190.040817261,1280,720
img_01646.jpg,224.607753754,427.136012486,314.374280657,152.436835425,1280,720
img_02299.jpg,218.131092617,413.661237444,228.204105922,113.783683777,1280,720
img_06608.jpg,379.891556331,630.061819891,507.036786761,278.427102225,1280,720
img_04546.jpg,557.173076629,708.809334891,493.061697823,397.809158666,1280,974
img_03581.jpg,234.746393476,374.383544922,317.929425921,202.659571511,1280,720
img_07417.jpg,422.87896674,515.98349435,408.36630685,327.905722278,1280,974
img_01543.jpg,17.0034778544,26.1827814409,40.6352997507,15.0703403141,1192,670
img_04044.jpg,429.489359174,691.814836777,603.244062149,344.945223672,1280,720
img_02954.jpg,78.8792192937,163.452752249,137.333007847,46.8572229147,1244,700
img_04285.jpg,258.947042738,333.525630406,202.513405936,192.623511723,1280,720
img_01384.jpg,281.083218711,487.441057478,394.671848842,221.489819118,1280,720
img_02135.jpg,101.637966973,124.320384434,43.2563645499,82.6682015829,1280,720
img_06614.jpg,127.73491042,186.426260812,168.939492362,107.361892973,1280,720
img_07146.jpg,0,0,0,0,1280,750
img_02871.jpg,101.153894152,146.705245971,120.653926305,68.8327360152,1280,720
img_02384.jpg,426.81060791,611.10582624,443.983067104,332.084083558,1280,720
img_00650.jpg,160.790846688,211.803741455,158.775231498,138.083234514,1280,720
img_02904.jpg,228.537327903,381.664210728,346.176757813,201.103939329,1280,720
img_05078.jpg,117.949004684,133.658316476,26.526701791,99.2435089179,1280,750
img_06966.jpg,325.136089324,438.919110979,317.923932757,286.912716457,1280,720
img_02830.jpg,158.422777993,200.525447301,144.949733189,137.726252419,1280,720
img_04461.jpg,375.636414118,614.300319126,495.969848633,299.095328195,1280,720
img_04425.jpg,79.9172360556,198.682621547,120.962491717,60.6668533599,1280,720
img_00152.jpg,183.46114019,188.895241874,95.0539180211,133.130797028,1280,974
img_04520.jpg,194.496529443,297.407880511,179.94040353,136.791995594,1280,750
img_03080.jpg,317.144138472,455.393066406,314.185224261,253.714646612,1280,750
img_02625.jpg,219.610494886,305.686013358,257.489558629,180.472191402,1280,720
img_03935.jpg,0,5.88282721383,0,0,1280,750
img_07434.jpg,57.6053429842,119.59520684,56.217225245,58.5719316602,1518,854
img_00708.jpg,164.486863273,232.567334857,177.306649345,141.192990712,1280,720
img_02282.jpg,552.819687164,671.179635183,465.579703195,452.268326556,1280,974
img_06455.jpg,360.602040973,696.205357143,457.061723982,201.380657468,1280,720
img_04261.jpg,87.0860389299,98.7023816789,83.6469759257,78.4532725811,1280,750
img_00676.jpg,0,0,0,0,1276,718
img_00432.jpg,186.368232455,317.977600098,275.154200963,153.577230998,1280,720
img_06294.jpg,350.139370985,520.078648158,308.510197231,254.152868475,1280,750
img_03444.jpg,512.572186333,830.963309154,549.740033831,356.577515602,1280,750
img_01773.jpg,327.460703169,491.467546735,361.154719762,251.986860548,1280,720
img_00777.jpg,136.193917138,271.558162144,180.748083932,100.480484963,1280,720
img_01687.jpg,338.435211182,456.412091937,313.593793597,270.114718846,1280,720
img_03923.jpg,298.038556235,536.260986328,427.188415527,231.057684762,1280,720
img_06899.jpg,135.957445417,264.448220389,187.582942418,74.1337729353,1280,750
img_01595.jpg,0,0,0,8.87682092829,1276,718
img_05673.jpg,238.577801841,424.726736886,377.212350028,183.468835013,1280,720
img_00612.jpg,260.009798323,353.012433733,245.939701625,219.330932072,1280,720
img_03333.jpg,189.17780195,253.65234375,189.554443359,150.41334016,1280,720
img_07251.jpg,447.955316817,652.137930731,488.843732561,362.933643886,1280,720
img_03370.jpg,357.520498547,503.723798479,333.985159738,289.145001003,1280,720
img_06986.jpg,332.374877929,561.76574707,372.749720982,257.106710162,1280,720
img_07921.jpg,169.164893287,238.704899379,190.831516811,146.21916226,1280,720
img_05095.jpg,255.046234131,519.373561314,365.396357945,168.857276099,1280,720
img_05623.jpg,84.893141474,215.646471296,156.081314087,63.5900013788,1280,720
img_04233.jpg,78.8539716177,122.35596793,96.0218375069,69.2992871148,1280,720
img_05740.jpg,171.556933267,267.215379987,216.218654087,131.984167099,1280,720
img_06003.jpg,19.7405571597,87.8441347394,35.4632541111,16.636281865,1280,720
img_03945.jpg,286.560050419,402.948695591,299.640437535,232.245311737,1280,720
img_00999.jpg,452.917115347,659.139011926,456.544145857,350.541654313,1280,720
img_06412.jpg,278.639251164,453.729378837,346.700940813,211.815008436,1280,720
img_03892.jpg,259.481596266,367.570234026,263.245304653,207.590544564,1280,720
img_05015.jpg,476.297345841,907.4722726,658.879830497,301.818956647,1280,720
img_03239.jpg,446.215686047,564.224112374,423.528660366,358.603507383,1280,974
img_04432.jpg,171.393219914,382.270900181,316.624516078,54.2323759624,1280,750
img_07467.jpg,243.135350091,505.846208845,395.642656599,96.4505118984,1280,750
img_02556.jpg,377.639579774,528.480704171,366.740722656,302.064996447,1280,720
img_03760.jpg,71.564401899,96.5657370429,49.9667249407,69.9260411944,1280,720
img_06662.jpg,289.596004486,474.706813267,429.215436663,211.9925063,1280,720
img_03504.jpg,99.4932726451,222.342071533,158.468420846,67.1511779511,1280,720
img_00027.jpg,271.059297834,373.635864258,253.504137311,231.937915257,1280,720
img_01031.jpg,454.783712114,742.206508091,582.902570451,357.221979415,1280,720
img_00442.jpg,266.607883385,345.019226074,253.851710728,202.528566735,1280,974
img_07538.jpg,324.334651404,418.523080009,312.128186907,259.588909149,1280,720
img_04003.jpg,230.646555764,411.091308594,351.44090925,175.916028704,1280,720
img_03457.jpg,300.067716326,525.020708357,442.146562849,227.082522256,1280,720
img_04310.jpg,405.486929758,688.307015554,601.860220771,325.518599919,1280,720
img_02367.jpg,261.945599147,467.530081613,344.465964181,185.748682022,1280,720
img_02479.jpg,21.1492719735,0,0,20.5369272956,1732,974
img_05615.jpg,396.206715176,740.804733548,535.789194924,247.360681806,1276,718
img_06947.jpg,0,0,0,0,1276,718
img_01616.jpg,237.606218883,375.173863002,254.44229126,165.774043117,1280,750
img_05055.jpg,153.530743463,241.761961256,225.349906104,132.430342436,1192,670
img_02834.jpg,457.150824411,639.968915669,446.546979631,377.873480661,1280,720
img_01371.jpg,359.982745989,660.101388388,489.475334031,218.91440882,1276,718
img_02546.jpg,111.063243321,114.869475978,21.3373159681,90.4563147682,1192,670
img_06975.jpg,92.3104701723,118.109305246,94.0733664377,76.6849994659,1280,720
img_03929.jpg,137.972402573,200.284249442,146.708101545,106.594051634,1280,720
img_04024.jpg,368.250340053,488.897181919,325.214821952,297.901987348,1280,720
